"indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long"
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","SAVGO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.886922222,-48.037852778
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.676227778,-47.777741667
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","ANPAX",21.6,107,NA,NA,NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.584269444,-47.718194444
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","FORMOSA",48.7,79,NA,NA,NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.55578,-47.34452
1,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-1","ARPON","29L","ARPON",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.110555556,-46.643555556
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","SAVGO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.886922222,-48.037852778
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.676227778,-47.777741667
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","ANPAX",21.6,107,NA,NA,NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.584269444,-47.718194444
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","FORMOSA",13.9,81,NA,NA,NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.55578,-47.34452
2,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-2","KOLDA","29L","KOLDA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.4365,-47.14016667
3,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-3","PANOK","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",3,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
3,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-3","PANOK","29L","SAVGO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.886922222,-48.037852778
3,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-3","PANOK","29L","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",3,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.676227778,-47.777741667
3,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-3","PANOK","29L","ANPAX",29.7,54,NA,NA,NA,"Não",NA,NA,"Não",3,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.584269444,-47.718194444
3,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-3","PANOK","29L","PANOK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.16266667,-47.446
4,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-4","KOGLI","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",4,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
4,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-4","KOGLI","29L","SAVGO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.886922222,-48.037852778
4,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-4","KOGLI","29L","LIXEM",43.2,11,NA,"90",NA,"Não",NA,NA,"Não",4,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-15.674966667,-47.937691667
4,"SBBR","SID","SID ANPAX 2A - LIXEM 1A RWY 29L-4","KOGLI","29L","KOGLI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID ANPAX 2A - LIXEM 1A RWY 29L",-15.871111,-47.918611,-14.965,-48.07716667
5,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-1","ARPON","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",1,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
5,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-1","ARPON","11L","KOTVU",28.1,73,"90",NA,NA,"Não",NA,NA,"Não",1,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
5,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-1","ARPON","11L","FORMOSA",48.7,79,NA,NA,NA,"Não",NA,NA,"Não",1,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.55578,-47.34452
5,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-1","ARPON","11L","ARPON",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.110555556,-46.643555556
6,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-2","KOLDA","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",2,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
6,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-2","KOLDA","11L","KOTVU",28.1,73,NA,"90",NA,"Não",NA,NA,"Não",2,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
6,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-2","KOLDA","11L","FORMOSA",13.9,81,NA,NA,NA,"Não",NA,NA,"Não",2,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.55578,-47.34452
6,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-2","KOLDA","11L","KOLDA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.4365,-47.14016667
7,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-3","OTAFO","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",3,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
7,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-3","OTAFO","11L","KOTVU",20.2,107,"90",NA,NA,"Não",NA,NA,"Não",3,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.850472222,-47.725222222
7,"SBBR","SID","SID FSA 3A - OTAFO 1A RWY 11L-3","OTAFO","11L","OTAFO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID FSA 3A - OTAFO 1A RWY 11L",-15.871111,-47.918611,-15.825591667,-47.377258333
8,"SBBR","SID","SID IRITU 1A RWY 11L-1","OPRAX","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",1,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
8,"SBBR","SID","SID IRITU 1A RWY 11L-1","OPRAX","11L","IRITU",11.8,225,NA,"90",NA,"Não",NA,NA,"Não",1,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.080730556,-47.889030556
8,"SBBR","SID","SID IRITU 1A RWY 11L-1","OPRAX","11L","LUZIANIA",34.3,235,NA,NA,NA,"Não",NA,NA,"Não",1,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.2587,-47.9622
8,"SBBR","SID","SID IRITU 1A RWY 11L-1","OPRAX","11L","OPRAX",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.742166667,-48.299
9,"SBBR","SID","SID IRITU 1A RWY 11L-2","ISOPI","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",2,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
9,"SBBR","SID","SID IRITU 1A RWY 11L-2","ISOPI","11L","IRITU",11.8,225,NA,"90",NA,"Não",NA,NA,"Não",2,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.080730556,-47.889030556
9,"SBBR","SID","SID IRITU 1A RWY 11L-2","ISOPI","11L","LUZIANIA",34.3,156,NA,NA,NA,"Não",NA,NA,"Não",2,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.2587,-47.9622
9,"SBBR","SID","SID IRITU 1A RWY 11L-2","ISOPI","11L","ISOPI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID IRITU 1A RWY 11L",-15.871111,-47.918611,-16.6595,-47.54216667
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","URERA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.869580556,-48.021136111
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.676227778,-47.777741667
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","ANPAX",21.6,107,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.584269444,-47.718194444
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","FORMOSA",48.7,79,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.55578,-47.34452
10,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-1","ARPON","29R","ARPON",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.110555556,-46.643555556
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","URERA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.869580556,-48.021136111
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.676227778,-47.777741667
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","ANPAX",21.6,107,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.584269444,-47.718194444
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","FORMOSA",13.9,81,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.55578,-47.34452
11,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-2","KOLDA","29R","KOLDA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.4365,-47.14016667
12,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-3","PANOK","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",3,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
12,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-3","PANOK","29R","URERA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.869580556,-48.021136111
12,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-3","PANOK","29R","UKENA",6.5,54,NA,"70",NA,"Não",NA,NA,"Não",3,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.676227778,-47.777741667
12,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-3","PANOK","29R","ANPAX",29.7,54,NA,NA,NA,"Não",NA,NA,"Não",3,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.584269444,-47.718194444
12,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-3","PANOK","29R","PANOK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.16266667,-47.446
13,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-4","KOGLI","29R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",4,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
13,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-4","KOGLI","29R","URERA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.869580556,-48.021136111
13,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-4","KOGLI","29R","LIXEM",43.2,11,NA,"90",NA,"Não",NA,NA,"Não",4,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-15.674966667,-47.937691667
13,"SBBR","SID","SID KOGLI 1B - UKENA 2A RWY 29R-4","KOGLI","29R","KOGLI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID KOGLI 1B - UKENA 2A RWY 29R",-15.871111,-47.918611,-14.965,-48.07716667
14,"SBBR","SID","SID KOTVU 1A RWY 11R-1","ARPON","11R","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",1,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
14,"SBBR","SID","SID KOTVU 1A RWY 11R-1","ARPON","11R","KOTVU",28.1,73,NA,"90",NA,"Não",NA,NA,"Não",1,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.850472222,-47.725222222
14,"SBBR","SID","SID KOTVU 1A RWY 11R-1","ARPON","11R","FORMOSA",48.7,79,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.55578,-47.34452
14,"SBBR","SID","SID KOTVU 1A RWY 11R-1","ARPON","11R","ARPON",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.110555556,-46.643555556
15,"SBBR","SID","SID KOTVU 1A RWY 11R-2","KOLDA","11R","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",2,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
15,"SBBR","SID","SID KOTVU 1A RWY 11R-2","KOLDA","11R","KOTVU",28.1,73,NA,"90",NA,"Não",NA,NA,"Não",2,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.850472222,-47.725222222
15,"SBBR","SID","SID KOTVU 1A RWY 11R-2","KOLDA","11R","FORMOSA",13.9,81,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.55578,-47.34452
15,"SBBR","SID","SID KOTVU 1A RWY 11R-2","KOLDA","11R","KOLDA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.4365,-47.14016667
16,"SBBR","SID","SID KOTVU 1A RWY 11R-3","OTAFO","11R","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",3,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
16,"SBBR","SID","SID KOTVU 1A RWY 11R-3","OTAFO","11R","KOTVU",20.2,107,NA,"90",NA,"Não",NA,NA,"Não",3,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.850472222,-47.725222222
16,"SBBR","SID","SID KOTVU 1A RWY 11R-3","OTAFO","11R","OTAFO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID KOTVU 1A RWY 11R",-15.871111,-47.918611,-15.825591667,-47.377258333
17,"SBBR","SID","SID LUZ 1A RWY 29L-1","OPRAX","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
17,"SBBR","SID","SID LUZ 1A RWY 29L-1","OPRAX","29L","UTGEN",11,205,NA,"100",NA,"Não",NA,NA,"Não",1,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.077552778,-47.958622222
17,"SBBR","SID","SID LUZ 1A RWY 29L-1","OPRAX","29L","LUZIANIA",34.3,235,NA,NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.2587,-47.9622
17,"SBBR","SID","SID LUZ 1A RWY 29L-1","OPRAX","29L","OPRAX",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.742166667,-48.299
18,"SBBR","SID","SID LUZ 1A RWY 29L-2","ISOPI","29L","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-15.86917,-47.92083
18,"SBBR","SID","SID LUZ 1A RWY 29L-2","ISOPI","29L","UTGEN",11,205,NA,"100",NA,"Não",NA,NA,"Não",2,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.077552778,-47.958622222
18,"SBBR","SID","SID LUZ 1A RWY 29L-2","ISOPI","29L","LUZIANIA",34.3,156,NA,NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.2587,-47.9622
18,"SBBR","SID","SID LUZ 1A RWY 29L-2","ISOPI","29L","ISOPI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 1A RWY 29L",-15.871111,-47.918611,-16.6595,-47.54216667
19,"SBBR","SID","SID LUZ 2D RWY 11R-1","OPRAX","11R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
19,"SBBR","SID","SID LUZ 2D RWY 11R-1","OPRAX","11R","IRITU",11.8,225,NA,"90",NA,"Não",NA,NA,"Não",1,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.080730556,-47.889030556
19,"SBBR","SID","SID LUZ 2D RWY 11R-1","OPRAX","11R","LUZIANIA",34.3,235,NA,NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.2587,-47.9622
19,"SBBR","SID","SID LUZ 2D RWY 11R-1","OPRAX","11R","OPRAX",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.742166667,-48.299
20,"SBBR","SID","SID LUZ 2D RWY 11R-2","ISOPI","11R","PISTA(SBBR)",NA,288,"42",NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
20,"SBBR","SID","SID LUZ 2D RWY 11R-2","ISOPI","11R","IRITU",11.8,225,NA,"90",NA,"Não",NA,NA,"Não",2,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.080730556,-47.889030556
20,"SBBR","SID","SID LUZ 2D RWY 11R-2","ISOPI","11R","LUZIANIA",34.3,156,NA,NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.2587,-47.9622
20,"SBBR","SID","SID LUZ 2D RWY 11R-2","ISOPI","11R","ISOPI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID LUZ 2D RWY 11R",-15.871111,-47.918611,-16.6595,-47.54216667
21,"SBBR","SID","SID MIBIS 1A RWY 11R-1","PANOK","11R","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",1,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
21,"SBBR","SID","SID MIBIS 1A RWY 11R-1","PANOK","11R","MIBIS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.86515,-47.700291667
21,"SBBR","SID","SID MIBIS 1A RWY 11R-1","PANOK","11R","TONUN",NA,54,NA,"100",NA,"Não",NA,NA,"Não",1,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.701172222,-47.793905556
21,"SBBR","SID","SID MIBIS 1A RWY 11R-1","PANOK","11R","PANOK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.16266667,-47.446
22,"SBBR","SID","SID MIBIS 1A RWY 11R-2","KOGLI","11R","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",2,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.86917,-47.92083
22,"SBBR","SID","SID MIBIS 1A RWY 11R-2","KOGLI","11R","MIBIS",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.86515,-47.700291667
22,"SBBR","SID","SID MIBIS 1A RWY 11R-2","KOGLI","11R","TONUN",NA,11,NA,"100",NA,"Não",NA,NA,"Não",2,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-15.701172222,-47.793905556
22,"SBBR","SID","SID MIBIS 1A RWY 11R-2","KOGLI","11R","KOGLI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID MIBIS 1A RWY 11R",-15.871111,-47.918611,-14.965,-48.07716667
23,"SBBR","SID","SID NIRDI 1A RWY 11L-1","PANOK","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",1,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
23,"SBBR","SID","SID NIRDI 1A RWY 11L-1","PANOK","11L","NIRDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.847494444,-47.701119444
23,"SBBR","SID","SID NIRDI 1A RWY 11L-1","PANOK","11L","TONUN",NA,54,NA,"100",NA,"Não",NA,NA,"Não",1,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.701172222,-47.793905556
23,"SBBR","SID","SID NIRDI 1A RWY 11L-1","PANOK","11L","PANOK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.16266667,-47.446
24,"SBBR","SID","SID NIRDI 1A RWY 11L-2","KOGLI","11L","PISTA(SBBR)",NA,108,"41",NA,NA,"Não",NA,NA,"Não",2,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.86917,-47.92083
24,"SBBR","SID","SID NIRDI 1A RWY 11L-2","KOGLI","11L","NIRDI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.847494444,-47.701119444
24,"SBBR","SID","SID NIRDI 1A RWY 11L-2","KOGLI","11L","TONUN",NA,11,NA,"100",NA,"Não",NA,NA,"Não",2,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-15.701172222,-47.793905556
24,"SBBR","SID","SID NIRDI 1A RWY 11L-2","KOGLI","11L","KOGLI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID NIRDI 1A RWY 11L",-15.871111,-47.918611,-14.965,-48.07716667
25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","PISTA(SBBR)",5,303,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.86917,-47.92083
25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","ARSOP",14.7,279,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.847205556,-48.012527778
25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","OPVIX",134.6,348,NA,"90",NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-15.900994444,-48.259980556
25,"SBBR","SID","SID RNAV ARSOP 1B RWY 29R-1","UGUGA","29R","UGUGA",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ARSOP 1B RWY 29R",-15.871111,-47.918611,-14.029722222,-49.551111111
