"indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long"
434,"SBPA","STAR","STAR RNAV UBREG 1B RWY 29-3","TIMVI","29","TIMVI",38.3,237,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UBREG 1B RWY 29",-29.994722,-51.171111,-28.901188889,-49.814344444
434,"SBPA","STAR","STAR RNAV UBREG 1B RWY 29-3","TIMVI","29","EDNEV",3.7,247,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UBREG 1B RWY 29",-29.994722,-51.171111,-29.395286111,-50.276513889
434,"SBPA","STAR","STAR RNAV UBREG 1B RWY 29-3","TIMVI","29","UBREG",15,242,"8",NA,NA,"Sim","62","242","Não",3,"STAR RNAV UBREG 1B RWY 29",-29.994722,-51.171111,-29.727061111,-50.723486111
434,"SBPA","STAR","STAR RNAV UBREG 1B RWY 29-3","TIMVI","29","KOTUB",NA,NA,"4",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV UBREG 1B RWY 29",-29.994722,-51.171111,-29.905166667,-50.925666667
254,"SBRF","SID","SID OMNI RWY 18   36-1","PISTA(SBRF)","18   36","PISTA(SBRF)",NA,184,"5",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI RWY 18   36",-8.126667,-34.923056,-8.11387,-34.92731
254,"SBRF","SID","SID OMNI RWY 18   36-1","PISTA(SBRF)","18   36","PISTA(SBRF)",NA,4,"5",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI RWY 18   36",-8.126667,-34.923056,-8.139698,-34.918776
254,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-1","MUDSI","36","PISTA(SBRF)",NA,3,"2",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.139698,-34.918776
254,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-1","MUDSI","36","EGIRU",22.1,196,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.10435,-35.129219444
254,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-1","MUDSI","36","RF081",11.8,196,"11",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.47245,-35.091161111
254,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-1","MUDSI","36","RF093",23.2,196,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.669108333,-35.070777778
254,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-1","MUDSI","36","MUDSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-9.055847222,-35.030575
255,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-2","MEXAR","36","PISTA(SBRF)",NA,3,"2",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.139698,-34.918776
255,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-2","MEXAR","36","EGIRU",22.1,196,NA,"8",NA,"Não",NA,NA,"Não",2,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.10435,-35.129219444
255,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-2","MEXAR","36","RF081",11.8,196,"11",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.47245,-35.091161111
255,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-2","MEXAR","36","RF093",17.7,245,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.669108333,-35.070777778
255,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-2","MEXAR","36","MEXAR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.884713889,-35.276211111
256,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-3","KUKES","36","PISTA(SBRF)",NA,3,"2",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.139698,-34.918776
256,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-3","KUKES","36","EGIRU",137.9,268,NA,"8",NA,"Não",NA,NA,"Não",3,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.10435,-35.129219444
256,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-3","KUKES","36","KUKES",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-9.012594444,-37.262838889
257,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-4","GAVAK","36","PISTA(SBRF)",NA,3,"2",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.139698,-34.918776
257,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-4","GAVAK","36","EGIRU",81.8,248,NA,"8",NA,"Não",NA,NA,"Não",4,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-8.10435,-35.129219444
257,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-4","GAVAK","36","UDOSA",78.2,252,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-9.043791667,-36.130797222
257,"SBRF","SID","SID RNAV EGIRU 2A RWY 36-4","GAVAK","36","GAVAK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGIRU 2A RWY 36",-8.126667,-34.923056,-9.883902778,-37.143291667
258,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-1","IROSI","36","PISTA(SBRF)",1.1,3,"2",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-8.139698,-34.918776
258,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-1","IROSI","36","PUMPU",6,3,"2",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.954777778,-34.979805556
258,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-1","IROSI","36","ANDOX",4.2,332,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.859333333,-35.011333333
258,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-1","IROSI","36","IROSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.418947222,-35.522588889
259,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-2","SAFUC","36","PISTA(SBRF)",1.1,3,"2",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-8.139698,-34.918776
259,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-2","SAFUC","36","PUMPU",6,3,"2",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.954777778,-34.979805556
259,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-2","SAFUC","36","ANDOX",57.4,16,NA,"8",NA,"Não",NA,NA,"Não",2,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.859333333,-35.011333333
259,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-2","SAFUC","36","SAFUC",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-6.903,-35.1055
260,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-3","FNR","36","PISTA(SBRF)",NA,NA,"2",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-8.139698,-34.918776
260,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-3","FNR","36","RF123",14.3,16,NA,"6",NA,"Não",NA,NA,"Não",3,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.962775,-34.743144444
260,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-3","FNR","36","GELUD",273.5,48,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.939394444,-34.503844444
260,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-3","FNR","36","FNR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-3.85674444,-32.42993889
261,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-4","DOMDO","36","PISTA(SBRF)",NA,NA,"2",NA,NA,"Não",NA,NA,"Não",4,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-8.139698,-34.918776
261,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-4","DOMDO","36","RF123",14.3,16,NA,"6",NA,"Não",NA,NA,"Não",4,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.962775,-34.743144444
261,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-4","DOMDO","36","GELUD",39.4,64,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.939394444,-34.503844444
261,"SBRF","SID","SID RNAV GELUD 2A - PUMPU 1A  RWY 36-4","DOMDO","36","DOMDO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV GELUD 2A - PUMPU 1A  R",-8.126667,-34.923056,-7.455238889,-34.054822222
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","KUGOV",13.7,5,NA,"5",NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.181627778,-34.676852778
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","RF123",12.5,1,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.962775,-34.743144444
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","RF124",29.5,317,"11",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.766805556,-34.816419444
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","RF071",17.4,318,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.548286111,-35.260947222
262,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-1","IROSI","18","IROSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.418947222,-35.522588889
263,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-2","DOMDO","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
263,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-2","DOMDO","18","KUGOV",17.8,57,NA,"5",NA,"Não",NA,NA,"Não",2,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.181627778,-34.676852778
263,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-2","DOMDO","18","GELUD",39.4,64,NA,"16",NA,"Não",NA,NA,"Não",2,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.939394444,-34.503844444
263,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-2","DOMDO","18","DOMDO",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.455238889,-34.054822222
264,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-3","FNR","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
264,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-3","FNR","18","KUGOV",17.8,57,NA,"5",NA,"Não",NA,NA,"Não",3,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-8.181627778,-34.676852778
264,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-3","FNR","18","GELUD",273.5,48,NA,"16",NA,"Não",NA,NA,"Não",3,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-7.939394444,-34.503844444
264,"SBRF","SID","SID RNAV KUGOV 2A RWY 18-3","FNR","18","FNR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV KUGOV 2A RWY 18",-8.126667,-34.923056,-3.85674444,-32.42993889
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","KUGOV",13.7,5,NA,"5",NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-8.181627778,-34.676852778
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","RF123",12.5,1,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-7.962775,-34.743144444
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","RF124",23.3,3,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-7.766805556,-34.816419444
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","RF028",31.1,3,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-7.396583333,-34.939686111
265,"SBRF","SID","SID RNAV SAFUC 1A RWY 18-1","SAFUC","18","SAFUC",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV SAFUC 1A RWY 18",-8.126667,-34.923056,-6.903,-35.1055
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","UTMUG",16.9,8,NA,"6",NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.268191667,-35.160597222
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","RF129",9.8,8,"9",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-7.992011111,-35.225266667
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","RF131",13.6,8,"121",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-7.831616667,-35.262777778
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","RF132",16.9,334,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-7.610627778,-35.314316667
265,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-1","IROSI","18","IROSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-7.418947222,-35.522588889
266,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-2","KUKES","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
266,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-2","KUKES","18","UTMUG",132.6,272,NA,"6",NA,"Não",NA,NA,"Não",2,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.268191667,-35.160597222
266,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-2","KUKES","18","KUKES",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-9.012594444,-37.262838889
267,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-3","GAVAK","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",3,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
267,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-3","GAVAK","18","UTMUG",74,253,NA,"6",NA,"Não",NA,NA,"Não",3,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-8.268191667,-35.160597222
267,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-3","GAVAK","18","UDOSA",78.2,252,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-9.043791667,-36.130797222
267,"SBRF","SID","SID RNAV UTMUG 2A RWY 18-3","GAVAK","18","GAVAK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV UTMUG 2A RWY 18",-8.126667,-34.923056,-9.883902778,-37.143291667
268,"SBRF","SID","SID RNAV VARAB 1A RWY 18-1","MEXAR","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
268,"SBRF","SID","SID RNAV VARAB 1A RWY 18-1","MEXAR","18","VARAB",32.7,238,NA,"8",NA,"Não",NA,NA,"Não",1,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-8.44415,-34.948577778
268,"SBRF","SID","SID RNAV VARAB 1A RWY 18-1","MEXAR","18","MEXAR",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-8.884713889,-35.276211111
269,"SBRF","SID","SID RNAV VARAB 1A RWY 18-2","MUDSI","18","PISTA(SBRF)",NA,183,"25",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-8.11387,-34.92731
269,"SBRF","SID","SID RNAV VARAB 1A RWY 18-2","MUDSI","18","VARAB",36.9,29,NA,"8",NA,"Não",NA,NA,"Não",2,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-8.44415,-34.948577778
269,"SBRF","SID","SID RNAV VARAB 1A RWY 18-2","MUDSI","18","MUDSI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV VARAB 1A RWY 18",-8.126667,-34.923056,-9.055847222,-35.030575
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","UGTUN",65.4,161,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-6.891719444,-36.352275
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","NEKIV",14.2,136,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.72783,-35.644781
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","RF099",23,136,NA,NA,NA,"Sim","136","316","Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.825936111,-35.426836111
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","RF011",12,93,NA,"12",NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.986166667,-35.0755
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","RF009",1.1,182,"9",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.923333333,-34.884
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","RF078",11.6,184,"7",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.082697222,-34.828458333
435,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-1","UGTUN","36","LOLUK",NA,NA,"35",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.267333333,-34.7705
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","KIMOK",71.9,13,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.336938889,-36.785655556
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","NEKIV",14.2,136,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.72783,-35.644781
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","RF099",23,136,NA,NA,NA,"Sim","136","316","Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.825936111,-35.426836111
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","RF011",12,93,NA,"12",NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.986166667,-35.0755
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","RF009",1.1,182,"9",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.923333333,-34.884
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","RF078",11.6,184,"7",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.082697222,-34.828458333
436,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-2","KIMOK","36","LOLUK",NA,NA,"35",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.267333333,-34.7705
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","MUDAR",63.8,85,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.211405556,-36.599536111
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","NEKIV",14.2,136,NA,NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.72783,-35.644781
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","RF099",23,136,NA,NA,NA,"Sim","136","316","Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.825936111,-35.426836111
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","RF011",12,93,NA,"12",NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.986166667,-35.0755
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","RF009",1.1,182,"9",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-7.923333333,-34.884
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","RF078",11.6,184,"7",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.082697222,-34.828458333
437,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-3","MUDAR","36","LOLUK",NA,NA,"35",NA,NA,"Não",NA,NA,"Não",3,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.267333333,-34.7705
438,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-4","ANBEX","36","ANBEX",33,79,NA,NA,NA,"Não",NA,NA,"Não",4,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-9.018802778,-35.744891667
438,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-4","ANBEX","36","RF076",8.8,74,NA,NA,NA,"Sim","79","259","Não",4,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.715741667,-35.280105556
438,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-4","ANBEX","36","RF077",24,76,NA,"1",NA,"Não",NA,NA,"Não",4,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.625783333,-35.1635
438,"SBRF","STAR","STAR RNAV ANBEX 1B - NEKIV 1B RWY 36-4","ANBEX","36","RF004",NA,NA,"35",NA,NA,"Não",NA,NA,"Não",4,"STAR RNAV ANBEX 1B - NEKIV 1B",-8.126667,-34.923056,-8.394166667,-34.834666667
439,"SBRF","STAR","STAR RNAV ANBEX 2A RWY 18-1","ANBEX","18","ANBEX",27.3,65,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 2A RWY 18",-8.126667,-34.923056,-9.018802778,-35.744891667
439,"SBRF","STAR","STAR RNAV ANBEX 2A RWY 18-1","ANBEX","18","RF027",21.3,65,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 2A RWY 18",-8.126667,-34.923056,-8.6875,-35.429166667
439,"SBRF","STAR","STAR RNAV ANBEX 2A RWY 18-1","ANBEX","18","RF026",12.2,65,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 2A RWY 18",-8.126667,-34.923056,-8.428611111,-35.183611111
439,"SBRF","STAR","STAR RNAV ANBEX 2A RWY 18-1","ANBEX","18","RF018",6.6,35,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ANBEX 2A RWY 18",-8.126667,-34.923056,-8.279766667,-35.042955556
